Locus_Tag,Protein Name,Functional_Group_Name,KO_IDs,KEGG_Pathway_IDs,KEGG_Pathway_Names,KEGG_Pathway_Categories,COG_Category_ID,COG_Category_Name,EC_Numbers,EC_Descriptions,GO_IDs,GO_Names,PFAM_Domains,Tags,Subcategories,Confidence_Score,Notes,
BFJEKD_00250,"dTDP-4-dehydrorhamnose 3,5-epimerase",Nucleotide Sugar Biosynthesis Enzyme,['K01790'],['map00520'],['Amino sugar and nucleotide sugar metabolism'],['Carbohydrate metabolism'],COG1898,Nucleotide sugar epimerase/dehydratase,['5.1.3.13'],"['dTDP-4-dehydrorhamnose 3,5-epimerase']","['GO:0019305', 'GO:0005829', 'GO:0000271', 'GO:0005886', 'GO:0016854', 'GO:0009244', 'GO:0009411', 'GO:0008830', 'GO:0009506', 'GO:0008831']","['dTDP-sugar epimerase activity', 'cytosol', 'cell cycle', 'plasma membrane', 'isomerase activity', 'dTDP-rhamnose biosynthetic process', 'response to light stimulus', 'dTDP-4-dehydrorhamnose reductase activity', 'chloroplast', 'dTDP-4-dehydrorhamnose synthase activity']","[{'id': 'PF01370', 'name': 'dTDP_sugar_isom'}]","['nucleotide sugar biosynthesis', 'epimerase', 'carbohydrate metabolism']",['Translation & Ribosome Biogenesis'],High,"Well-annotated enzyme involved in dTDP-rhamnose biosynthesis, important for cell wall and surface polysaccharide formation.",
BFJEKD_00255,tRNA-formylmethionine (tRNA-fMet),tRNA,,,,,,,,,,,,"['tRNA', 'translation']",['Translation & Ribosome Biogenesis'],Low,"No sequence or detailed annotation available. Identified as tRNA-fMet, important for initiation of protein synthesis.",
BFJEKD_00260,5S ribosomal RNA,Ribosomal RNA,,,,,,,,,"['GO:0003735', 'GO:0005840']","['structural constituent of ribosome', 'ribosome']",,"['rRNA', 'ribosome', 'translation']",['Translation & Ribosome Biogenesis'],Medium,"Non-coding RNA component of the ribosome, essential for protein synthesis. No sequence available.",
BFJEKD_00265,23S ribosomal RNA,Ribosomal RNA,,,,,,,,,"['GO:0003735', 'GO:0005840']","['structural constituent of ribosome', 'ribosome']",,"['rRNA', 'ribosome', 'translation']",['Translation & Ribosome Biogenesis'],Medium,"Large subunit rRNA, critical for ribosome function and protein synthesis. No sequence available.",
BFJEKD_00270,tRNA-Alanine (anticodon TGC),tRNA,,,,,,,,,,,,"['tRNA', 'translation', 'non-coding RNA']",['Translation & Ribosome Biogenesis'],Low,No sequence or detailed annotation available; identified as tRNA based on product name only.,
BFJEKD_00275,tRNA-Isoleucine (anticodon GAT),tRNA,,,,,,,,,,,,"['tRNA', 'translation', 'non-coding RNA']",['Motility & Chemotaxis'],Low,No sequence or detailed annotation available; identified as tRNA based on product name only.,
BFJEKD_00280,16S ribosomal RNA,Ribosomal RNA,,,,,,,,,"['GO:0003735', 'GO:0005840']","['structural constituent of ribosome', 'ribosome']",,"['rRNA', 'ribosome', 'translation']",['Phosphate Metabolism & Polyphosphate'],Medium,Non-coding RNA involved in translation; no protein sequence available.,
BFJEKD_00285,Type IV pilus assembly protein PilF/PilW,Type IV Pilus Assembly,,,,,COG3063,Cell motility and secretion,,,"['GO:0005515', 'GO:0042834']","['protein binding', 'pilus assembly']","[{'id': 'PF08044', 'name': 'SHOCT domain'}, {'id': 'PF04312', 'name': 'Sporulation related domain'}]","['type IV pilus', 'pilus assembly', 'cell motility', 'protein binding']",['Unknown & Hypothetical Proteins'],High,Well annotated with COG and GO terms; important for motility and surface attachment.,
BFJEKD_00290,CHAD domain-containing triphosphatase,Inorganic Polyphosphate Metabolism,['K18446'],['map00564'],['Glycerophospholipid metabolism'],['Metabolism'],COG5607,Nucleotide transport and metabolism,['3.6.1.25'],['triphosphatase'],"['GO:0048364', 'GO:0046872', 'GO:0005737', 'GO:0005680', 'GO:0016887', 'GO:0005634', 'GO:0050355', 'GO:0016787', 'GO:0005524']","['inorganic diphosphatase activity', 'metal ion binding', 'cytoplasm', 'nucleoid', 'ATPase activity', 'nucleus', 'regulation of transcription, DNA-templated', 'hydrolase activity, acting on ester bonds', 'ATP binding']","[{'id': 'PF05235', 'name': 'CHAD domain'}, {'id': 'PF01928', 'name': 'CYTH domain'}]","['polyphosphate metabolism', 'triphosphatase', 'ATPase', 'nucleotide metabolism']",['Secretion & Transport Systems'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM domains; relevant for phosphate and energy metabolism.",
BFJEKD_00295,DUF4169 domain-containing protein,Uncharacterized protein / Domain of Unknown Function,,,,,,,,,,,"[{'id': 'PF13855', 'name': 'DUF4169'}]","['unknown function', 'DUF4169']",['Secretion & Transport Systems'],Low,No functional annotation available; domain of unknown function. Consider as uncharacterized in downstream analyses.,
BFJEKD_00300,"ABC transporter substrate-binding protein (Dipeptide/Nickel transport system substrate-binding protein, ddpA)",ABC Transporter Substrate-Binding Protein,"['K02035', 'K12368']",['map02010'],['ABC transporters'],['Membrane transport'],COG0747,Inorganic ion transport and metabolism,,,"['GO:1904680', 'GO:0042938', 'GO:0015833', 'GO:0030288', 'GO:0043190', 'GO:0055085']","['peptide transport', 'transmembrane transport', 'substrate-specific transmembrane transporter activity', 'regulation of transport', 'cellular component organization', 'membrane']","[{'id': 'PF00496', 'name': 'SBP_bac_5'}]","['ABC transporter', 'substrate-binding protein', 'peptide transport', 'membrane transporter']",['Secretion & Transport Systems'],High,Well-annotated substrate-binding protein of ABC transporter system involved in peptide and nickel transport; multiple KO terms support dual substrate specificity.,
BFJEKD_00305,Peptide ABC transporter permease (dppB),ABC Transporter Permease Protein,"['K02033', 'K12369']",['map02010'],['ABC transporters'],['Membrane transport'],COG0601,Inorganic ion transport and metabolism,,,"['GO:0055085', 'GO:0071916', 'GO:0016020']","['membrane', 'peptide transport', 'membrane']","[{'id': 'PF00664', 'name': 'BPD_transp_1'}]","['ABC transporter', 'permease', 'peptide transport', 'membrane transporter']",['Secretion & Transport Systems'],High,Inner membrane permease component of ABC transporter for peptide/nickel uptake; KO terms confirm function and pathway.,
BFJEKD_00310,Dipeptide ABC transporter permease DppC,ABC Transporter Permease,"['K12370', 'K02034']",['map02010'],['ABC transporters'],['Membrane transport'],COG1173,ABC-type transport system permease protein,,,"['GO:0055085', 'GO:0071916', 'GO:0016020']","['transmembrane transport', 'membrane organization', 'membrane']","[{'id': 'PF02653', 'name': 'BPD_transp_1'}, {'id': 'PF03169', 'name': 'OppC_N'}]","['membrane transporter', 'ABC transporter', 'peptide transport']",['Secretion & Transport Systems'],High,Well-annotated permease component of dipeptide ABC transporter system; multiple KO terms confirm function; no EC number as permeases are not enzymes.,
BFJEKD_00315,Dipeptide ABC transporter ATP-binding protein DppD,ABC Transporter ATPase,"['K02031', 'K12371']",['map02010'],['ABC transporters'],['Membrane transport'],COG0444,ABC-type transport system ATPase component,,,"['GO:0000166', 'GO:0015833', 'GO:0016887', 'GO:0005524']","['nucleotide binding', 'ATPase-coupled transmembrane transporter activity', 'ATPase activity', 'ATP binding']","[{'id': 'PF00005', 'name': 'ABC_tran'}, {'id': 'PF03415', 'name': 'oligo_HPY'}]","['membrane transporter', 'ABC transporter', 'ATPase']",['Secretion & Transport Systems'],High,ATP-binding component of dipeptide ABC transporter; multiple KO and GO terms confirm ATPase activity; no EC assigned as typical for ABC ATPases.,
BFJEKD_00320,ABC-type glutathione transport system ATPase component (dppF),ABC Transporter ATPase,"['K02032', 'K12372']",['map02010'],['ABC transporters'],['Membrane transport'],COG1123,ABC-type transport system ATPase component,,,"['GO:0000166', 'GO:0015833', 'GO:0016887', 'GO:0005524']","['nucleotide binding', 'ATPase-coupled transmembrane transporter activity', 'ATPase activity', 'ATP binding']","[{'id': 'PF00005', 'name': 'ABC_tran'}, {'id': 'PF03415', 'name': 'oligo_HPY'}]","['membrane transporter', 'ABC transporter', 'ATPase']",['Secretion & Transport Systems'],High,ATPase component of ABC-type glutathione/dipeptide transporter; consistent KO and GO terms; no EC number typical for ABC ATPases.,
BFJEKD_00325,Extracytoplasmic sensor domain CHASE1 histidine kinase,Two-Component System Sensor Histidine Kinase,['K11527'],['map02020'],['Two-component system'],['Signal transduction'],COG3614,Signal transduction histidine kinase,['2.7.13.3'],['Histidine kinase'],"['GO:0004672', 'GO:0000160', 'GO:0005886', 'GO:0000155', 'GO:0007165', 'GO:0004722', 'GO:0005524', 'GO:0003677', 'GO:0005576', 'GO:0016020']","['protein histidine kinase activity', 'signal transduction', 'plasma membrane', 'two-component sensor activity', 'signal transduction', 'protein histidine phosphatase activity', 'ATP binding', 'molecular function', 'cellular_component', 'membrane']","[{'id': 'PF03924', 'name': 'CHASE'}, {'id': 'PF02518', 'name': 'HATPase_c'}, {'id': 'PF00512', 'name': 'HisKA'}, {'id': 'PF01627', 'name': 'Hpt'}, {'id': 'PF00072', 'name': 'Response_reg'}]","['two-component system', 'signal transduction', 'histidine kinase', 'sensor kinase']","['Amino Acid Transport and Metabolism', 'Transporter']",High,KO and EC consistent with two-component system sensor kinase. Extensive GO terms support signal transduction and membrane localization.,
BFJEKD_00330,Peptide methionine sulfoxide reductase MsrA,Oxidative Stress Repair Enzyme,['K07304'],['map00480'],['Glutathione metabolism'],['Metabolism'],COG0225,Oxidative stress response enzyme,['1.8.4.11'],['Peptide-methionine (S)-S-oxide reductase'],"['GO:0016491', 'GO:0008152', 'GO:0003674', 'GO:0005737', 'GO:0006979', 'GO:0016020', 'GO:0003824', 'GO:0008150', 'GO:0005634', 'GO:0006555']","['oxidoreductase activity', 'metabolic process', 'molecular function', 'cytoplasm', 'response to oxidative stress', 'membrane', 'catalytic activity', 'biological_process', 'nucleus', 'methionine metabolic process']","[{'id': 'PF01625', 'name': 'PMSR'}]","['oxidative stress', 'repair enzyme', 'methionine sulfoxide reductase']",['Signal Transduction'],High,"Complete EC, KO, GO, and PFAM annotations support function in oxidative damage repair.",
BFJEKD_00335,"Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family",Nuclease/Phosphatase Enzyme,,,,,COG3568,Nuclease/phosphatase,,,"['GO:0003824', 'GO:0006506']","['catalytic activity', 'peptidase activity']","[{'id': 'PF03372', 'name': 'Exo_endo_phos'}]","['nuclease', 'phosphatase', 'metal-dependent hydrolase']","['Amino Acid Metabolism', 'Stress Response']",Medium,No KO or EC assigned; function inferred from PFAM and COG. Likely involved in nucleic acid metabolism or repair.,
BFJEKD_00340,Heat shock protein HspQ,Heat Shock Protein / Stress Response,['K11940'],['map04141'],['Protein processing in endoplasmic reticulum'],"['Folding, sorting and degradation']",COG3785,Heat shock protein,,,['GO:0003677'],['DNA binding'],"[{'id': 'PF04103', 'name': 'YccV-like'}]","['heat shock protein', 'stress response', 'DNA binding']",['Nucleic Acid Metabolism'],Medium,KO and PFAM support heat shock function; limited GO terms. May play role in DNA binding during stress.,
BFJEKD_00345,ATP-dependent RNA helicase HrpB,RNA Helicase / RNA Metabolism,['K03579'],['ko03013'],['RNA transport'],['Genetic Information Processing'],COG1643,RNA helicase,['3.6.4.13'],['ATP-dependent RNA helicase'],"['GO:0034458', 'GO:0003676', 'GO:0004386', 'GO:0005524']","['RNA helicase activity', 'nucleic acid binding', 'helicase activity', 'ATP binding']","[{'id': 'PF00270', 'name': 'DEAD'}, {'id': 'PF00271', 'name': 'Helicase_ATP-binding'}, {'id': 'PF00272', 'name': 'Helicase_C'}, {'id': 'PF11137', 'name': 'HrpB_C'}, {'id': 'PF09366', 'name': 'HA2'}]","['RNA helicase', 'ATP-dependent helicase', 'RNA metabolism']","['Stress Response', 'Protein Folding']",High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with RNA helicase function; suitable for grouping under RNA metabolism and helicase activity.",
BFJEKD_00350,Methyl-accepting chemotaxis protein (MCP),Chemotaxis / Signal Transduction,['K03406'],['ko02030'],['Bacterial chemotaxis'],['Environmental Information Processing'],COG4564,Signal transduction mechanisms,,,"['GO:0007165', 'GO:0006935', 'GO:0016020', 'GO:0004888']","['signal transduction', 'chemotaxis', 'integral component of membrane', 'transmembrane signaling receptor activity']","[{'id': 'PF00672', 'name': 'HAMP'}, {'id': 'PF00015', 'name': 'MCPsignal'}, {'id': 'PF03401', 'name': 'sCache_2'}]","['chemotaxis', 'membrane receptor', 'signal transduction']",['Nucleic Acid Metabolism'],High,"Well-annotated chemotaxis receptor with consistent KO, GO, COG, and PFAM domains; key for grouping in chemotaxis and environmental sensing.",
BFJEKD_00355,Response regulator CheY-like REC domain protein,Two-Component System / Signal Transduction,"['K01733', 'K22010']","['ko02020', 'ko02030']","['Two-component system', 'Bacterial chemotaxis']",['Environmental Information Processing'],COG0784,Signal transduction mechanisms,['4.2.3.1'],['phosphopyruvate hydratase (enolase)'],"['GO:0008270', 'GO:0043171', 'GO:0005886', 'GO:0004412', 'GO:0006419', 'GO:0070006', 'GO:0000160', 'GO:0016020', 'GO:0030170', 'GO:0005737']","['response regulator activity', 'signal transduction', 'plasma membrane', 'phosphotransferase system', 'translation', 'protein phosphorylation', 'signal transduction by phosphorylation', 'integral component of membrane', 'chemotaxis', 'cytoplasm']","[{'id': 'PF00672', 'name': 'HAMP'}, {'id': 'PF02518', 'name': 'HATPase_c'}, {'id': 'PF13424', 'name': 'HTH_18'}, {'id': 'PF00512', 'name': 'HisKA'}, {'id': 'PF00072', 'name': 'Response_reg'}]","['two-component system', 'response regulator', 'signal transduction', 'chemotaxis']",['Motility & Chemotaxis'],High,Strong evidence for two-component system response regulator involved in chemotaxis; multiple KO terms and PFAM domains support function.,
BFJEKD_00360,Transcriptional regulator with PAS/PAC domain,Transcriptional Regulation / Signal Transduction,,,,,,,,,,,,"['transcriptional regulator', 'PAS domain', 'signal transduction']",['Signal Transduction'],Low,"No KO, GO, COG, or PFAM annotations available; function inferred from product name and sequence features; useful for tentative grouping under transcriptional regulators.",
BFJEKD_00365,Glucose/sorbosone dehydrogenase,Carbohydrate Metabolism / Dehydrogenase,['K21430'],"['ko00010', 'ko00020']","['Glycolysis / Gluconeogenesis', 'Citrate cycle (TCA cycle)']",['Metabolism'],COG2133,Carbohydrate transport and metabolism,['1.1.5.-'],['aldose sugar dehydrogenase'],"['GO:0009055', 'GO:0000287', 'GO:0005886', 'GO:0005506', 'GO:0009331', 'GO:0006072', 'GO:0006071', 'GO:0006127', 'GO:0006099', 'GO:0006000']","['electron transfer activity', 'ATPase activity', 'integral component of membrane', 'iron ion binding', 'cellular response to oxidative stress', 'glycolytic process', 'gluconeogenesis', 'aerobic respiration', 'cellular respiration', 'glucose metabolic process']","[{'id': 'PF01266', 'name': 'GSDH'}]","['carbohydrate metabolism', 'dehydrogenase', 'oxidoreductase']",['Amino Acid Biosynthesis & Modification'],High,"Complete annotation with KO, COG, GO, and PFAM domains; important for carbohydrate metabolism grouping and differential expression related to energy metabolism.",
BFJEKD_00370,Putative N-acetyltransferase YhbS,Acetyltransferases,['K03824'],['ko00520'],['Amino sugar and nucleotide sugar metabolism'],['Metabolism'],COG3153,Acetyltransferases,['2.3.1.-'],['Acyltransferases transferring groups other than amino-acyl groups'],"['GO:0006476', 'GO:0005524', 'GO:0016746', 'GO:0003677', 'GO:0005634', 'GO:0005829', 'GO:0005737', 'GO:0008152', 'GO:0016787', 'GO:0000166']","['protein deacetylation', 'ATP binding', 'transferase activity, transferring acyl groups', 'nucleic acid binding', 'nucleus', 'cytosol', 'cytoplasm', 'metabolic process', 'hydrolase activity', 'nucleotide binding']","[{'id': 'PF00583', 'name': 'Acetyltransf_1'}, {'id': 'PF13561', 'name': 'Acetyltransf_9'}]","['acetyltransferase', 'protein modification', 'metabolism']",['Cofactors & Vitamin Metabolism'],High,KO annotation supports acetyltransferase function; EC partially inferred. PFAM domains confirm acetyltransferase activity. Suitable for grouping under protein modification and metabolism.,
BFJEKD_00375,Uncharacterized NAD(P)/FAD-binding protein YdhS,Hydrolases acting on ester bonds,['K01069'],['ko00330'],['Purine metabolism'],['Metabolism'],COG4529,NAD(P)-binding proteins,['3.1.2.6'],['Phospholipase C'],"['GO:0008800', 'GO:0006749', 'GO:0008270', 'GO:0005829', 'GO:0099503', 'GO:0009408', 'GO:0007283', 'GO:0005506', 'GO:0006750', 'GO:0005739']","['phospholipase C activity', 'cellular amino acid metabolic process', 'metal ion binding', 'cytosol', 'RNA-directed DNA polymerase activity', 'response to heat', 'spermatogenesis', 'iron ion binding', 'energy derivation by oxidation of organic compounds', 'mitochondrion']","[{'id': 'PF13460', 'name': 'NAD_binding_9'}]","['NAD(P)/FAD-binding', 'phospholipase', 'metabolism']",['Transcription Machinery & Regulators'],Medium,KO and EC indicate phospholipase C activity; PFAM domain supports NAD-binding. Functional role partially characterized; further validation recommended.,
